product_ic,product_n_category,brand,price,sales_volu,click_thro,customer_,conversion,popularity,product_description
P705,Apparel,Gap,135.15,2475,0.03,250,0.13,1380,"A cotton jacket from Gap, for 135.15."
P706,Apparel,Gap,1830.61,2050,0.22,547,0.09,630,"A denim T-shirt from Gap, for 1830.61."
P707,Sports,Nike,1621.03,140,0.13,643,0.19,728,"A gym hiking shoes by Nike, ideal for training. price is 1621.03."
P708,Apparel,Levi's,50.07,855,0.17,1000,0.06,1740,"A cotton T-shirt from Levi's, for 50.07."
P709,Apparel,Tommy Hilfiger,1236.71,2530,0.15,269,0.03,1708,"A cotton jeans from Tommy Hilfiger, for 1236.71."
P710,Electronics,Dell,1545.69,4293,0.18,331,0.07,1823,"A high-quality SSD from Dell, selling at 1545.69."
P711,Beauty,Maybelline,81.99,241,0.16,746,0.18,1378,"A for dry skin foundation from Maybelline, priced at 81.99."
P712,Electronics,HP,313.51,2012,0.45,220,0.11,756,"A cheap monitor from HP, selling at 313.51."
P713,Grocery,Unilever,914.1,1150,0.12,373,0.1,1524,"organic cereal from Unilever, at the price of 914.1."
P714,Apparel,Tommy Hilfiger,62.02,1966,0.16,890,0.06,1981,"A Polyester jacket from Tommy Hilfiger, for 62.02."
P715,Home & Kitchen,Philips,1239.54,1490,0.14,183,0.06,383,"A unbreakable pan from Philips, priced 1239.54."
P716,Home & Kitchen,Tupperware,880.86,1688,0.41,729,0.04,1876,"A non-stick container from Tupperware, priced 880.86."
P717,Beauty,Estee Lauder,609.0,2649,0.2,682,0.15,950,"A anti-aging cream from Estee Lauder, priced at 609.0."
P718,Sports,Nike,519.51,4047,0.02,807,0.03,298,"A moisture-wicking shoes by Nike, ideal for matches. price is 519.51."
P719,Grocery,Kellogg's,699.62,3751,0.03,726,0.13,228,"gluten-free oats from Kellogg's, at the price of 699.62."
P720,Home & Kitchen,Tupperware,1295.71,706,0.05,24,0.16,419,"A non-stick container from Tupperware, priced 1295.71."
P721,Electronics,HP,1728.12,2560,0.36,495,0.15,1291,"A compact SSD from HP, selling at 1728.12."
P722,Grocery,OrganicCh,1002.11,191,0.21,548,0.02,1607,"healthy oats from OrganicCh, at the price of 1002.11."
P723,Apparel,Gap,1731.4,1307,0.46,143,0.18,1355,"A linen T-shirt from Gap, for 1731.4."
P724,Grocery,Unilever,589.28,3924,0.45,207,0.03,1368,"vegan quinoa flour from Unilever, at the price of 589.28."
P725,Home & Kitchen,Tupperware,1204.94,4397,0.14,505,0.1,1743,"A non-stick container from Tupperware, priced 1204.94."
P726,Grocery,Unilever,1355.24,1496,0.42,619,0.03,830,"rich in protein cereal from Unilever, at the price of 1355.24."
P727,Electronics,Dell,973.61,1953,0.24,30,0.04,1478,"A portable SSD from Dell, selling at 973.61."
P728,Beauty,Maybelline,470.62,3061,0.09,425,0.13,397,"A for dry skin lipstick from Maybelline, priced at 470.62."
P729,Beauty,Estee Lauder,467.99,1695,0.1,33,0.14,581,"A for dry skin foundation from Estee Lauder, priced at 467.99."
P730,Beauty,Clinique,822.71,666,0.38,200,0.02,1438,"A dewy cream from Clinique, priced at 822.71."
P731,Home & Kitchen,Bosch,1048.98,481,0.05,564,0.03,740,"A unbreakable blender from Bosch, priced 1048.98."
P732,Beauty,L'Oreal,1072.02,3093,0.26,815,0.02,1985,"A SPF foundation from L'Oreal, priced at 1072.02."
P733,Beauty,Maybelline,1424.43,2192,0.32,687,0.07,874,"A hydrating foundation from Maybelline, priced at 1424.43."
P734,Grocery,General Mills,1236.75,4796,0.11,73,0.07,1054,"healthy cereal from General Mills, at the price of 1236.75."
P735,Beauty,Maybelline,126.97,3521,0.09,874,0.05,113,"A SPF serum from Maybelline, priced at 126.97."
P736,Sports,Puma,1910.66,4103,0.23,948,0.13,419,"A athlete sports jersey by Puma, ideal for training. price is 1910.66."
P737,Electronics,Dell,1853.08,693,0.13,110,0.04,706,"A cheap SSD from Dell, selling at 1853.08."
P738,Beauty,Maybelline,1317.95,3733,0.35,536,0.08,816,"A oil-free lipstick from Maybelline, priced at 1317.95."
P739,Home & Kitchen,Bosch,1935.71,3606,0.28,627,0.17,918,"A non-stick table from Bosch, priced 1935.71."
P740,Home & Kitchen,Prestige,1446.53,1141,0.07,475,0.08,356,"A long-lasting blender from Prestige, priced 1446.53."
P741,Beauty,L'Oreal,43.49,1318,0.18,326,0.04,1643,"A long-lasting cream from L'Oreal, priced at 43.49."
P742,Grocery,Unilever,1317.16,4233,0.47,742,0.1,1278,"rich in protein cereal from Unilever, at the price of 1317.16."
P743,Sports,Puma,751.25,4837,0.2,894,0.02,1527,"A durable hoodie by Puma, ideal for training. price is 751.25."
P744,Sports,Under Armour,911.47,792,0.43,191,0.01,1839,"A breathable hiking shoes by Under Armour, ideal for matches. price is 911.47."
P745,Home & Kitchen,IKEA,555.39,212,0.36,480,0.12,1507,"A durable pan from IKEA, priced 555.39."
P746,Apparel,GAP,208.93,2174,0.24,504,0.03,377,"A Polyester T-shirt from GAP, for 208.93."
P747,Home & Kitchen,Tupperware,277.89,2891,0.12,127,0.08,1977,"A long-lasting pan from Tupperware, priced 277.89."
P748,Electronics,Samsung,572.87,2328,0.07,827,0.06,1185,"A cheap headphones from Samsung, selling at 572.87."
P749,Apparel,H&M,623.85,221,0.01,100,0.05,1653,"A denim jacket from H&M, for 623.85."
P750,Apparel,Levi's,785.41,2640,0.39,652,0.14,313,"A wool jacket from Levi's, for 785.41."
P751,Grocery,Kellogg's,1899.82,1050,0.26,79,0.09,1702,"healthy quinoa flour from Kellogg's, at the price of 1899.82."
P752,Electronics,HP,1190.7,1401,0.33,152,0.1,1174,"A high-quality SSD from HP, selling at 1190.7."
P753,Sports,Wilson,52.1,753,0.17,490,0.01,330,"A athlete running shoes by Wilson, ideal for workouts. price is 52.1."
P754,Apparel,Levi's,1093.5,1114,0.24,144,0.11,1924,"A silk dress from Levi's, for 1093.5."
P755,Sports,Under Armour,1070.1,2110,0.16,98,0.09,676,"A gym sports jersey by Under Armour, ideal for workouts. price is 1070.1."
P756,Apparel,Tommy Hilfiger,1304.32,489,0.1,909,0.19,189,"A silk T-shirt from Tommy Hilfiger, for 1304.32."
P757,Beauty,Revlon,1115.61,2268,0.12,958,0.04,1767,"A SPF cream from Revlon, priced at 1115.61."
P758,Apparel,Gap,191.53,212,0.21,103,0.03,1817,"A wool jeans from Gap, for 191.53."
P759,Grocery,Nestle,1739.73,2430,0.47,507,0.04,1273,"vegan oats from Nestle, at the price of 1739.73."
P760,Apparel,H&M,1137.28,1871,0.26,604,0.08,1127,"A denim dress from H&M, for 1137.28."
P761,Beauty,Estee Lauder,955.09,1587,0.04,204,0.17,584,"A oil-free lipstick from Estee Lauder, priced at 955.09."
P762,Beauty,Maybelline,1200.93,199,0.11,412,0.11,815,"A long-lasting cream from Maybelline, priced at 1200.93."
P763,Apparel,Levi's,777.18,1698,0.05,864,0.14,1192,"A Polyester jeans from Levi's, for 777.18."
P764,Grocery,Unilever,1506.48,1739,0.3,22,0.19,284,"vegan quinoa flour from Unilever, at the price of 1506.48."
P765,Electronics,Lenovo,285.73,3782,0.07,944,0.17,327,"A wireless monitor from Lenovo, selling at 285.73."
P766,Sports,Under Armour,711.58,4709,0.26,848,0.01,1932,"A athlete shoes by Under Armour, ideal for training. price is 711.58."
P767,Sports,Nike,1030.03,3600,0.37,146,0.02,567,"A gym shoes by Nike, ideal for matches. price is 1030.03."
P768,Electronics,Dell,506.89,875,0.49,291,0.09,1281,"A high-speed headphones from Dell, selling at 506.89."
P769,Home & Kitchen,Prestige,340.46,4483,0.22,888,0.1,1344,"A durable blender from Prestige, priced 340.46."
P770,Grocery,OrganicCh,103.83,3804,0.04,420,0.07,1410,"vegan cereal from OrganicCh, at the price of 103.83."
P771,Sports,Wilson,1050.84,4604,0.07,457,0.1,1977,"A durable hiking shoes by Wilson, ideal for training. price is 1050.84."
P772,Sports,Puma,1236.45,3109,0.5,751,0.06,525,"A moisture-wicking hiking shoes by Puma, ideal for matches. price is 1236.45."
P773,Home & Kitchen,Philips,43.98,3439,0.17,62,0.16,909,"A easy to use table from Philips, priced 43.98."
P774,Grocery,Unilever,1013.88,4339,0.21,317,0.07,1630,"gluten-free cereal from Unilever, at the price of 1013.88."
P775,Beauty,L'Oreal,1879.0,2522,0.09,527,0.16,1439,"A for dry skin serum from L'Oreal, priced at 1879.0."
P776,Home & Kitchen,IKEA,1088.88,4085,0.33,327,0.08,1609,"A non-stick table from IKEA, priced 1088.88."
P777,Home & Kitchen,Prestige,744.85,1273,0.24,786,0.17,1401,"A eco-friendly table from Prestige, priced 744.85."
P778,Home & Kitchen,Philips,1168.46,2851,0.09,730,0.15,1382,"A non-stick container from Philips, priced 1168.46."
P779,Grocery,Kellogg's,1626.8,1839,0.48,891,0.19,1439,"healthy quinoa flour from Kellogg's, at the price of 1626.8."
P780,Electronics,Dell,1785.64,3068,0.31,794,0.12,814,"A large memory headphones from Dell, selling at 1785.64."
P781,Electronics,Sony,1032.25,1601,0.27,181,0.18,780,"A cheap SSD from Sony, selling at 1032.25."
P782,Electronics,Dell,1132.4,1130,0.15,891,0.05,1196,"A cheap SSD from Dell, selling at 1132.4."
P783,Home & Kitchen,Prestige,1409.35,4155,0.28,669,0.05,1464,"A non-stick blender from Prestige, priced 1409.35."
P784,Apparel,Levi's,45.92,4744,0.34,866,0.15,724,"A Polyester dress from Levi's, for 45.92."
P785,Electronics,Sony,1452.69,4622,0.35,370,0.03,1090,"A large memory monitor from Sony, selling at 1452.69."
P786,Grocery,OrganicCh,1018.07,2658,0.2,368,0.08,1827,"organic quinoa flour from OrganicCh, at the price of 1018.07."
P787,Beauty,Clinique,699.58,4333,0.04,651,0.03,248,"A oil-free lipstick from Clinique, priced at 699.58."
P788,Electronics,Samsung,731.15,2980,0.2,231,0.08,469,"A noise-cancelling laptop from Samsung, selling at 731.15."
P789,Apparel,Gap,1989.77,4411,0.22,828,0.1,1247,"A linen jeans from Gap, for 1989.77."
P790,Grocery,Unilever,1110.08,530,0.32,303,0.2,1587,"organic cereal from Unilever, at the price of 1110.08."
P791,Sports,Adidas,692.17,3510,0.18,358,0.06,238,"A athlete sports jersey by Adidas, ideal for training. price is 692.17."
P792,Home & Kitchen,Tupperware,693.97,3019,0.34,232,0.07,1139,"A eco-friendly pan from Tupperware, priced 693.97."
P793,Apparel,Levi's,154.83,338,0.3,139,0.02,1493,"A denim T-shirt from Levi's, for 154.83."
P794,Grocery,Kellogg's,1598.18,4521,0.29,474,0.15,1100,"vegan quinoa flour from Kellogg's, at the price of 1598.18."
P795,Apparel,Zara,395.98,860,0.14,868,0.09,656,"A linen T-shirt from Zara, for 395.98."
P796,Sports,Under Armour,1377.09,979,0.33,201,0.02,182,"A durable hiking shoes by Under Armour, ideal for training. price is 1377.09."
P797,Home & Kitchen,Philips,186.25,2631,0.5,131,0.05,1176,"A unbreakable blender from Philips, priced 186.25."
P798,Electronics,Apple,1912.27,2161,0.36,990,0.1,1810,"A wireless headphones from Apple, selling at 1912.27."
P799,Apparel,Tommy Hilfiger,758.95,3070,0.21,117,0.03,1839,"A silk T-shirt from Tommy Hilfiger, for 758.95."
P800,Apparel,GAP,1010.42,4854,0.08,88,0.11,689,"A wool T-shirt from GAP, for 1010.42."
P801,Electronics,Lenovo,1973.35,4452,0.24,585,0.14,531,"A cheap monitor from Lenovo, selling at 1973.35."
P802,Grocery,General Mills,1011.67,1398,0.25,144,0.08,899,"vitamin-rich oats from General Mills, at the price of 1011.67."
P803,Grocery,Unilever,1140.75,1942,0.39,1000,0.06,725,"vitamin-rich cereal from Unilever, at the price of 1140.75."
P804,Beauty,Revlon,533.54,1377,0.37,22,0.07,1857,"A long-lasting foundation from Revlon, priced at 533.54."
P805,Sports,Under Armour,1189.87,3665,0.39,363,0.04,1575,"A athlete running shoes by Under Armour, ideal for workouts. price is 1189.87."
P806,Beauty,Clinique,1727.26,3440,0.49,262,0.07,1067,"A anti-aging foundation from Clinique, priced at 1727.26."
P807,Electronics,Samsung,1981.54,4734,0.34,158,0.16,1535,"A high-speed monitor from Samsung, selling at 1981.54."
P808,Grocery,Kellogg's,136.77,2194,0.3,684,0.13,571,"low-sugar quinoa flour from Kellogg's, at the price of 136.77."
P809,Beauty,Estee Lauder,564.62,532,0.08,627,0.1,981,"A matte lipstick from Estee Lauder, priced at 564.62."
P810,Home & Kitchen,Tupperware,1073.05,3426,0.2,911,0.1,1351,"A eco-friendly blender from Tupperware, priced 1073.05."
P811,Electronics,Samsung,1446.26,455,0.08,552,0.03,1031,"A high-speed laptop from Samsung, selling at 1446.26."
P812,Beauty,Estee Lauder,1931.76,3572,0.23,711,0.15,1348,"A matte foundation from Estee Lauder, priced at 1931.76."
P813,Apparel,Tommy Hilfiger,1463.85,2645,0.03,948,0.05,405,"A denim jeans from Tommy Hilfiger, for 1463.85."
P814,Beauty,Revlon,50.39,4170,0.33,911,0.03,1027,"A anti-aging foundation from Revlon, priced at 50.39."
P815,Apparel,Tommy Hilfiger,1621.35,1525,0.43,814,0.08,1564,"A wool T-shirt from Tommy Hilfiger, for 1621.35."
P816,Beauty,L'Oreal,605.84,4033,0.32,615,0.09,1111,"A hydrating serum from L'Oreal, priced at 605.84."
P817,Beauty,Estee Lauder,120.79,3925,0.43,461,0.11,1373,"A anti-aging lipstick from Estee Lauder, priced at 120.79."
P818,Apparel,Tommy Hilfiger,1166.24,4711,0.14,73,0.05,1873,"A denim dress from Tommy Hilfiger, for 1166.24."
P819,Beauty,Clinique,240.17,3699,0.16,222,0.06,1877,"A for dry skin lipstick from Clinique, priced at 240.17."
P820,Apparel,H&M,1488.21,526,0.48,516,0.12,628,"A denim jeans from H&M, for 1488.21."
P821,Apparel,Zara,66.57,3009,0.19,618,0.05,1519,"A silk dress from Zara, for 66.57."
P822,Beauty,L'Oreal,1857.61,2807,0.37,883,0.14,1020,"A SPF serum from L'Oreal, priced at 1857.61."
P823,Beauty,Estee Lauder,1946.74,3950,0.36,750,0.06,1087,"A anti-aging serum from Estee Lauder, priced at 1946.74."
P824,Beauty,L'Oreal,998.72,1062,0.29,254,0.07,105,"A for dry skin foundation from L'Oreal, priced at 998.72."
P825,Electronics,HP,183.5,1484,0.31,916,0.06,1669,"A noise-cancelling monitor from HP, selling at 183.5."
P826,Apparel,Levi's,29.79,1571,0.02,641,0.02,1751,"A cotton jeans from Levi's, for 29.79."
P827,Grocery,General Mills,636.37,297,0.35,546,0.16,1953,"organic cereal from General Mills, at the price of 636.37."
P828,Home & Kitchen,Philips,778.51,1864,0.36,695,0.17,1260,"A unbreakable table from Philips, priced 778.51."
P829,Sports,Wilson,767.55,2871,0.26,495,0.06,295,"A athlete running shoes by Wilson, ideal for matches. price is 767.55."
P830,Apparel,Levi's,1902.84,1816,0.29,794,0.17,783,"A wool T-shirt from Levi's, for 1902.84."
P831,Electronics,Sony,875.25,954,0.49,919,0.07,348,"A large memory laptop from Sony, selling at 875.25."
P832,Sports,Under Armour,1070.88,2750,0.32,755,0.16,1177,"A lightweight running shoes by Under Armour, ideal for matches. price is 1070.88."
P833,Grocery,General Mills,1891.16,426,0.23,748,0.03,1715,"low-sugar quinoa flour from General Mills, at the price of 1891.16."
P834,Home & Kitchen,Philips,1265.23,2605,0.05,571,0.12,1432,"A long-lasting container from Philips, priced 1265.23."
P835,Home & Kitchen,Tupperware,710.34,3325,0.13,486,0.07,1339,"A long-lasting table from Tupperware, priced 710.34."
P836,Home & Kitchen,Bosch,1060.96,1134,0.46,49,0.03,913,"A eco-friendly pan from Bosch, priced 1060.96."
P837,Grocery,OrganicCh,1532.97,3489,0.22,310,0.18,1152,"vegan oats from OrganicCh, at the price of 1532.97."
P838,Apparel,H&M,39.22,1817,0.11,180,0.18,1645,"A wool T-shirt from H&M, for 39.22."
P839,Beauty,Maybelline,612.06,2893,0.2,804,0.03,166,"A hydrating cream from Maybelline, priced at 612.06."
P840,Electronics,Sony,598.48,3922,0.18,11,0.06,1754,"A high-quality headphones from Sony, selling at 598.48."
P841,Beauty,Clinique,712.8,4428,0.23,251,0.02,1845,"A hydrating foundation from Clinique, priced at 712.8."
P842,Beauty,L'Oreal,190.91,2606,0.32,800,0.05,1216,"A hydrating foundation from L'Oreal, priced at 190.91."
P843,Home & Kitchen,Philips,333.0,4325,0.44,910,0.17,515,"A non-stick pan from Philips, priced 333.0."
P844,Home & Kitchen,Philips,1296.69,4243,0.25,276,0.01,1018,"A durable container from Philips, priced 1296.69."
P845,Sports,Adidas,1415.76,3137,0.25,995,0.03,665,"A breathable hoodie by Adidas, ideal for workouts. price is 1415.76."
P846,Sports,Adidas,1228.34,1776,0.21,799,0.06,229,"A moisture-wicking shoes by Adidas, ideal for workouts. price is 1228.34."
P847,Electronics,HP,1136.67,2344,0.3,540,0.1,786,"A large memory monitor from HP, selling at 1136.67."
P848,Grocery,Nestle,249.7,4145,0.07,774,0.12,1734,"rich in protein cereal from Nestle, at the price of 249.7."
P849,Electronics,Dell,1823.58,2355,0.36,489,0.17,158,"A cheap headphones from Dell, selling at 1823.58."
P850,Home & Kitchen,Philips,280.9,2728,0.46,853,0.11,598,"A durable blender from Philips, priced 280.9."
P851,Beauty,Maybelline,172.27,1651,0.39,794,0.09,1851,"A long-lasting lipstick from Maybelline, priced at 172.27."
P852,Apparel,Gap,384.88,2376,0.47,87,0.17,457,"A linen T-shirt from Gap, for 384.88."
P853,Sports,Wilson,1813.35,1544,0.05,401,0.06,1825,"A moisture-wicking leggings by Wilson, ideal for training. price is 1813.35."
P854,Home & Kitchen,Bosch,113.4,2942,0.38,325,0.08,1067,"A unbreakable container from Bosch, priced 113.4."
P855,Grocery,General Mills,1901.46,629,0.39,215,0.17,593,"organic oats from General Mills, at the price of 1901.46."
P856,Grocery,Unilever,897.23,266,0.42,400,0.09,1144,"organic cereal from Unilever, at the price of 897.23."
P857,Grocery,OrganicCh,55.84,3287,0.09,332,0.2,575,"organic cereal from OrganicCh, at the price of 55.84."
P858,Home & Kitchen,IKEA,422.2,1330,0.33,540,0.15,1922,"A durable pan from IKEA, priced 422.2."
P859,Apparel,Gap,1370.49,4575,0.49,437,0.13,1846,"A silk jeans from Gap, for 1370.49."
P860,Electronics,Dell,1924.94,4680,0.13,875,0.13,1466,"A wireless SSD from Dell, selling at 1924.94."
P861,Sports,Wilson,212.77,1773,0.18,594,0.17,532,"A durable hiking shoes by Wilson, ideal for training. price is 212.77."
P862,Grocery,Kellogg's,1252.33,3785,0.32,912,0.01,100,"vegan quinoa flour from Kellogg's, at the price of 1252.33."
P863,Grocery,Nestle,1346.1,1591,0.26,138,0.2,1115,"rich in protein oats from Nestle, at the price of 1346.1."
P864,Home & Kitchen,Prestige,1650.25,2958,0.37,402,0.1,1488,"A long-lasting container from Prestige, priced 1650.25."
P865,Grocery,OrganicCh,1759.08,4452,0.45,467,0.16,712,"organic oats from OrganicCh, at the price of 1759.08."
P866,Apparel,H&M,893.27,1339,0.5,607,0.07,1183,"A wool T-shirt from H&M, for 893.27."
P867,Apparel,Tommy Hilfiger,1234.68,837,0.02,12,0.17,1352,"A Polyester dress from Tommy Hilfiger, for 1234.68."
P868,Apparel,Gap,374.39,3935,0.07,103,0.09,1499,"A Polyester jeans from Gap, for 374.39."
P869,Beauty,Estee Lauder,1646.11,994,0.45,932,0.09,1244,"A for dry skin lipstick from Estee Lauder, priced at 1646.11."
P870,Grocery,Kellogg's,1717.51,3620,0.47,219,0.04,476,"gluten-free oats from Kellogg's, at the price of 1717.51."
P871,Electronics,Lenovo,834.69,2122,0.34,941,0.13,901,"A large memory laptop from Lenovo, selling at 834.69."
P872,Apparel,H&M,1864.28,2168,0.31,551,0.1,255,"A wool dress from H&M, for 1864.28."
P873,Beauty,Clinique,1536.31,1282,0.34,705,0.03,1579,"A SPF serum from Clinique, priced at 1536.31."
P874,Electronics,Samsung,1813.75,626,0.04,556,0.02,367,"A compact headphones from Samsung, selling at 1813.75."
P875,Beauty,L'Oreal,1872.71,3858,0.19,441,0.15,1030,"A hydrating cream from L'Oreal, priced at 1872.71."
P876,Beauty,L'Oreal,554.77,1972,0.07,515,0.08,1122,"A oil-free lipstick from L'Oreal, priced at 554.77."
P877,Beauty,L'Oreal,1605.93,3048,0.36,651,0.05,1708,"A SPF cream from L'Oreal, priced at 1605.93."
P878,Grocery,General Mills,513.76,4760,0.48,861,0.15,777,"gluten-free oats from General Mills, at the price of 513.76."
P879,Beauty,Clinique,607.1,2754,0.12,973,0.03,451,"A matte serum from Clinique, priced at 607.1."
P880,Sports,Under Armour,666.9,4169,0.35,783,0.19,833,"A breathable hoodie by Under Armour, ideal for workouts. price is 666.9."
P881,Apparel,GAP,1518.05,1027,0.17,188,0.13,1800,"A linen dress from GAP, for 1518.05."
P882,Apparel,H&M,608.1,4088,0.31,450,0.08,1606,"A Polyester jacket from H&M, for 608.1."
P883,Beauty,L'Oreal,218.48,1208,0.08,368,0.07,590,"A long-lasting lipstick from L'Oreal, priced at 218.48."
P884,Electronics,HP,1796.85,3118,0.25,850,0.17,1183,"A high-speed SSD from HP, selling at 1796.85."
P885,Sports,Under Armour,945.58,1508,0.37,151,0.01,294,"A lightweight leggings by Under Armour, ideal for matches. price is 945.58."
P886,Home & Kitchen,Tupperware,925.52,4179,0.26,526,0.08,187,"A long-lasting blender from Tupperware, priced 925.52."
P887,Home & Kitchen,Tupperware,1513.7,130,0.31,335,0.15,545,"A durable table from Tupperware, priced 1513.7."
P888,Grocery,Kellogg's,275.91,4509,0.41,749,0.07,497,"rich in protein oats from Kellogg's, at the price of 275.91."
P889,Home & Kitchen,Bosch,1950.28,2150,0.31,170,0.16,168,"A eco-friendly container from Bosch, priced 1950.28."
P890,Electronics,Samsung,54.94,2527,0.25,771,0.11,1378,"A compact monitor from Samsung, selling at 54.94."
P891,Sports,Wilson,1691.19,3727,0.07,968,0.09,1039,"A breathable sports jersey by Wilson, ideal for matches. price is 1691.19."
P892,Apparel,Levi's,631.02,144,0.18,916,0.17,1655,"A wool dress from Levi's, for 631.02."
P893,Electronics,Lenovo,1270.8,576,0.34,39,0.02,1811,"A noise-cancelling monitor from Lenovo, selling at 1270.8."
P894,Sports,Nike,442.56,2911,0.22,720,0.03,795,"A moisture-wicking hiking shoes by Nike, ideal for training. price is 442.56."
P895,Beauty,Estee Lauder,1651.7,2160,0.11,964,0.17,1726,"A oil-free serum from Estee Lauder, priced at 1651.7."
P896,Beauty,L'Oreal,1906.64,2168,0.36,322,0.01,524,"A matte serum from L'Oreal, priced at 1906.64."
P897,Electronics,Apple,1153.18,2942,0.44,279,0.16,626,"A high-speed SSD from Apple, selling at 1153.18."
P898,Electronics,HP,1310.17,1855,0.45,237,0.12,1818,"A wireless headphones from HP, selling at 1310.17."
P899,Grocery,Kellogg's,979.47,3913,0.09,84,0.15,1656,"vitamin-rich oats from Kellogg's, at the price of 979.47."
P900,Grocery,General Mills,663.91,853,0.41,622,0.07,1751,"vitamin-rich oats from General Mills, at the price of 663.91."
P901,Sports,Wilson,767.12,3854,0.24,746,0.04,489,"A moisture-wicking shoes by Wilson, ideal for training. price is 767.12."
P902,Home & Kitchen,Philips,550.41,1866,0.31,261,0.17,1877,"A durable pan from Philips, priced 550.41."
P903,Home & Kitchen,Prestige,1991.98,1858,0.08,871,0.06,1396,"A eco-friendly pan from Prestige, priced 1991.98."
P904,Sports,Nike,1905.38,3587,0.38,518,0.14,963,"A durable shoes by Nike, ideal for matches. price is 1905.38."
P905,Home & Kitchen,IKEA,1178.98,4858,0.36,182,0.12,1403,"A non-stick table from IKEA, priced 1178.98."
P906,Beauty,Clinique,513.48,3102,0.01,412,0.03,1470,"A matte serum from Clinique, priced at 513.48."
P907,Grocery,Nestle,1398.77,1157,0.08,536,0.17,859,"organic quinoa flour from Nestle, at the price of 1398.77."
P908,Apparel,Gap,533.97,3201,0.39,656,0.18,1845,"A linen T-shirt from Gap, for 533.97."
P909,Grocery,Kellogg's,1726.96,984,0.05,950,0.15,1394,"organic quinoa flour from Kellogg's, at the price of 1726.96."
P910,Home & Kitchen,Prestige,911.29,2168,0.24,862,0.14,1755,"A durable container from Prestige, priced 911.29."
P911,Grocery,Unilever,77.45,1477,0.44,881,0.19,384,"rich in protein cereal from Unilever, at the price of 77.45."
P912,Electronics,Lenovo,1577.57,3849,0.33,716,0.12,1114,"A high-speed SSD from Lenovo, selling at 1577.57."
P913,Electronics,Lenovo,1599.01,4976,0.17,880,0.2,1859,"A wireless laptop from Lenovo, selling at 1599.01."
P914,Electronics,Samsung,917.13,346,0.22,897,0.09,1518,"A noise-cancelling headphones from Samsung, selling at 917.13."
P915,Sports,Nike,1433.22,3148,0.19,212,0.09,1265,"A breathable hoodie by Nike, ideal for workouts. price is 1433.22."
P916,Home & Kitchen,Tupperware,986.51,354,0.21,188,0.16,198,"A durable pan from Tupperware, priced 986.51."
P917,Apparel,Zara,1932.71,1865,0.24,973,0.06,1223,"A Polyester jeans from Zara, for 1932.71."
P918,Electronics,Sony,1401.97,1805,0.32,126,0.05,1490,"A portable monitor from Sony, selling at 1401.97."
P919,Electronics,Samsung,977.61,977,0.4,531,0.19,1638,"A high-speed monitor from Samsung, selling at 977.61."
P920,Home & Kitchen,Prestige,644.49,1488,0.16,670,0.13,120,"A long-lasting container from Prestige, priced 644.49."
P921,Apparel,H&M,764.16,859,0.3,77,0.19,1410,"A denim jacket from H&M, for 764.16."
P922,Home & Kitchen,Bosch,1205.64,2222,0.33,17,0.09,1959,"A long-lasting pan from Bosch, priced 1205.64."
P923,Home & Kitchen,IKEA,1415.25,1050,0.24,448,0.15,1700,"A eco-friendly table from IKEA, priced 1415.25."
P924,Beauty,Revlon,785.49,368,0.07,975,0.06,1483,"A SPF foundation from Revlon, priced at 785.49."
P925,Electronics,Lenovo,170.73,2075,0.07,634,0.18,258,"A compact monitor from Lenovo, selling at 170.73."
P926,Home & Kitchen,Tupperware,1150.14,4251,0.35,267,0.18,1919,"A easy to use blender from Tupperware, priced 1150.14."
P927,Sports,Under Armour,1536.58,3391,0.24,790,0.11,1479,"A breathable sports jersey by Under Armour, ideal for matches. price is 1536.58."
P928,Grocery,OrganicCh,74.46,4497,0.04,547,0.2,409,"rich in protein cereal from OrganicCh, at the price of 74.46."
P929,Electronics,Sony,1489.97,644,0.26,114,0.18,421,"A wireless laptop from Sony, selling at 1489.97."
P930,Electronics,Dell,1203.35,726,0.47,325,0.2,1086,"A high-speed monitor from Dell, selling at 1203.35."
P931,Home & Kitchen,Philips,974.36,2581,0.19,823,0.13,909,"A long-lasting table from Philips, priced 974.36."
P932,Apparel,Tommy Hilfiger,1495.98,2427,0.46,521,0.06,1657,"A Polyester jeans from Tommy Hilfiger, for 1495.98."
P933,Sports,Under Armour,71.89,3220,0.26,893,0.14,1012,"A durable hiking shoes by Under Armour, ideal for training. price is 71.89."
P934,Electronics,HP,1558.16,4754,0.09,437,0.04,225,"A portable headphones from HP, selling at 1558.16."
P935,Apparel,GAP,557.46,2277,0.12,571,0.2,1573,"A linen T-shirt from GAP, for 557.46."
P936,Electronics,Apple,1443.37,203,0.13,47,0.02,492,"A high-quality laptop from Apple, selling at 1443.37."
P937,Sports,Under Armour,397.76,4178,0.38,206,0.06,1577,"A durable leggings by Under Armour, ideal for training. price is 397.76."
P938,Electronics,Sony,1072.54,1585,0.45,214,0.18,975,"A compact monitor from Sony, selling at 1072.54."
P939,Grocery,Unilever,1668.75,671,0.09,905,0.06,1163,"gluten-free cereal from Unilever, at the price of 1668.75."
P940,Grocery,Kellogg's,251.23,4341,0.3,74,0.18,1548,"organic cereal from Kellogg's, at the price of 251.23."
P941,Grocery,General Mills,1864.73,2835,0.36,415,0.18,637,"vegan oats from General Mills, at the price of 1864.73."
